id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1399373475903541248,1399368944838864916,2021-05-31 22:33:30 Malay Peninsula Standard Time,2021-05-31,22:33:30,+0800,1325134067034071044,bhindoyono,@hind,,@FirzaHusain Buruan vaksin....  https://t.co/7EWKaOJtrf,tr,[],[],['https://pbs.twimg.com/media/E2uSwJjUcAcLUDa.jpg'],0,0,0,[],[],https://twitter.com/BHindoyono/status/1399373475903541248,False,,1,https://pbs.twimg.com/media/E2uSwJjUcAcLUDa.jpg,,,,,,,"[{'screen_name': 'FirzaHusain', 'name': 'Firza Husain', 'id': '816805902804099072'}]",,,,
1399373459797413893,1399373459797413893,2021-05-31 22:33:26 Malay Peninsula Standard Time,2021-05-31,22:33:26,+0800,62212069,heldamuthia,Helda Muthia,,Dapat jadwal vaksin. Tapi eike bingung. Kalo abis vaksin kan ada efeknya yaa. Minimal lemes2 lah. Nah ini dua orang bocil dan satu dewasa menggantungkan hidupnya padaku ki piyee. Apalagi kalo satu dewasanya ini juga vaksin 😌,in,[],[],[],0,0,0,[],[],https://twitter.com/HeldaMuthia/status/1399373459797413893,False,,0,,,,,,,,[],,,,
1399373438146338819,1399373413664235521,2021-05-31 22:33:21 Malay Peninsula Standard Time,2021-05-31,22:33:21,+0800,119324673,khalida_amira,khalida amira,,"Betterlah pergi bertaubat, perbanyakkan amal ibadah &amp; sedekah  If i ambil vaksin, and it works, alhamdulillah, i dah protect diri and nyawa sendiri. If it doesn't work and I'll expire after 2 years, at least I've tried.  Wallahualam",in,[],[],[],0,0,0,[],[],https://twitter.com/Khalida_Amira/status/1399373438146338819,False,,0,,,,,,,,[],,,,
1399373427031494660,1399373413664235521,2021-05-31 22:33:18 Malay Peninsula Standard Time,2021-05-31,22:33:18,+0800,119324673,khalida_amira,khalida amira,,"Kalau betullah lepas 2 tahun vaksin akan mati, biarlah aku jadi orang pertama yang vaksin. Lepas vaksin, aku nak pergi beramal ibadat, lebih dekatkan diri dengan Tuhan. Dah tahu tarikh matikan? Dunia ni pun sementara je. Dari hidup lama2, lalai, buat dosa, sebarkan fitnah semua,",in,[],[],[],1,0,0,[],[],https://twitter.com/Khalida_Amira/status/1399373427031494660,False,,0,,,,,,,,[],,,,
1399373423051120645,1399373423051120645,2021-05-31 22:33:17 Malay Peninsula Standard Time,2021-05-31,22:33:17,+0800,140784353,shakeeena,SHΛKΣΣNΛ BΣNYΛHYΛ,,Habis tu kenapa zionis laknatullah tu nak sekat vaksin kepada orang P4lestin!!!!!! Astaghfirullahalazimmmm!!! Mcmnee nak capai herd immunityy niii mcmneee semua nak kembali normall!!!! Kenapa yg bukan ahlii nak masuk camporr!!!!!!!! Ada buat kajian kat manaaaaa,in,[],[],[],0,0,0,[],[],https://twitter.com/shakeeena/status/1399373423051120645,False,https://twitter.com/zzulfikli/status/1399301857604898820,0,,,,,,,,[],,,,
1399373420362571777,1399373413664235521,2021-05-31 22:33:17 Malay Peninsula Standard Time,2021-05-31,22:33:17,+0800,119324673,khalida_amira,khalida amira,,"And one more thing, ayat ""lagi dua tahun hampa mati"" tu merujuk kepada apa ya? Lepas cucuk vaksin, tiba2 ada expiry date ke? Confirm lepas 2 tahun akan mati? Tak lebih, tak kurang? Wajib mati lepas 2 tahun? Kau siapa nak tilik2 tarikh mati orang?",in,[],[],[],1,0,0,[],[],https://twitter.com/Khalida_Amira/status/1399373420362571777,False,,0,,,,,,,,[],,,,
1399373416138899456,1399373416138899456,2021-05-31 22:33:16 Malay Peninsula Standard Time,2021-05-31,22:33:16,+0800,311293565,hanazhusin_,Anaz🇲🇾🇵🇸,,"Aku ada beli satu buku, berkaitan zionis dan baitulmaqdis..ada satu page tu dia statekan yang vaksin ni plan yahudi nak kurangkan populasi manusia dekat bumi ni termasuk musuh² dia..start daripada tu aku macam emm ok baca buku ni boleh tapi percaya jangan,",in,[],[],[],1,0,0,[],[],https://twitter.com/hanazhusin_/status/1399373416138899456,False,,0,,,,,,,,[],,,,
1399373413664235521,1399373413664235521,2021-05-31 22:33:15 Malay Peninsula Standard Time,2021-05-31,22:33:15,+0800,119324673,khalida_amira,khalida amira,,"Tak, masalahnya sekarang ni korang rasa kalau tak ambil vaksin, korang boleh hidup selama-lamanya ke? Korang rasa yang korang takkan mati? Tak beriman pada qada' &amp; qadar ke? Macam mana dengan hari kiamat?  Korang kalau tak vaksin boleh elak kematian ke apa ni??",in,[],[],[],1,0,0,[],[],https://twitter.com/Khalida_Amira/status/1399373413664235521,False,https://twitter.com/ZZulfikli/status/1399301857604898820,0,,,,,,,,[],,,,
1399373369259159559,1399373369259159559,2021-05-31 22:33:04 Malay Peninsula Standard Time,2021-05-31,22:33:04,+0800,763210971921788929,akiharaakihiro,Fizi,,kau nak teori konspirasi pasal apa pon aku tak kisah. la ni memang kena amik vaksin ni. tambah kuat immune badan korang tu bukan terus kebal tak kena vaksin.,in,[],[],[],0,0,0,[],[],https://twitter.com/akiharaakihiro/status/1399373369259159559,False,,0,,,,,,,,[],,,,
1399373367048687621,1399373367048687621,2021-05-31 22:33:04 Malay Peninsula Standard Time,2021-05-31,22:33:04,+0800,2281550395,katakinidotcom,Katakini,,Hampir 2 Miliar Dosis Vaksin Covid 19 Diberikan Di Seluruh Dunia  https://t.co/RrwpYOFeLN,in,[],['http://dlvr.it/S0n7v5'],[],0,0,0,[],[],https://twitter.com/katakinidotcom/status/1399373367048687621,False,,0,,,,,,,,[],,,,
1399373366138601475,1399373366138601475,2021-05-31 22:33:04 Malay Peninsula Standard Time,2021-05-31,22:33:04,+0800,599931314,arifasyraf8,Arif Asyraf,,Hati2lah yang dah ambil vaksin tu. Masa korang hidup tinggal dua tahun je lagi kata si fulan.,in,[],[],[],0,0,0,[],[],https://twitter.com/ArifAsyraf8/status/1399373366138601475,False,,0,,,,,,,,[],,,,
1399373301407879169,1399373301407879169,2021-05-31 22:32:48 Malay Peninsula Standard Time,2021-05-31,22:32:48,+0800,2718492492,jauhar34,Roxas,,Simpan resit 2 tahun dari program vaksin start. Tengok berapa % populasi yang vaccinate mati due to complications.,in,[],[],[],0,0,0,[],[],https://twitter.com/JauhaR34/status/1399373301407879169,False,https://twitter.com/zzulfikli/status/1399301857604898820,0,,,,,,,,[],,,,
1399373282072092678,1399278530643435520,2021-05-31 22:32:44 Malay Peninsula Standard Time,2021-05-31,22:32:44,+0800,3725487973,hendi_ruhendi,hendi ruhendi,,"@LsOwien @RahmaPt Istri saya guru sudah divaksin, obatnya apa ya tuk menetralisir vaksin yang sudah masuk di tubuh? Mohon dibalas dok",in,[],[],[],0,0,0,[],[],https://twitter.com/hendi_ruhendi/status/1399373282072092678,False,,0,,,,,,,,"[{'screen_name': 'LsOwien', 'name': 'dr.Lois@Anti Aging medicine Belgium', 'id': '1343915436493004802'}, {'screen_name': 'RahmaPt', 'name': 'KAWULO NUSWANTORO', 'id': '1001455270470414336'}]",,,,
1399373249171976199,1399373249171976199,2021-05-31 22:32:36 Malay Peninsula Standard Time,2021-05-31,22:32:36,+0800,106669711,bernamadotcom,BERNAMA,,[Video] Proses pemberian  vaksin di PPV MITEC lancar &amp; selesa  https://t.co/1e4MKzKNBp,in,[],[],[],0,0,0,[],[],https://twitter.com/bernamadotcom/status/1399373249171976199,False,,1,https://pbs.twimg.com/media/E2uSYsOVcAQFynr.jpg,,,,,,,[],,,,
1399373248190554117,1399373248190554117,2021-05-31 22:32:36 Malay Peninsula Standard Time,2021-05-31,22:32:36,+0800,1198000072304156672,hamka210,Hamka,,Lepas ni awak je la jadi dr..sebab lagi 2 tahun semua dah x da..kebanyakan ambil vaksin dah,in,[],[],[],0,0,0,[],[],https://twitter.com/Hamka210/status/1399373248190554117,False,https://twitter.com/ZZulfikli/status/1399301857604898820,0,,,,,,,,[],,,,
1399373243929137158,1399373243929137158,2021-05-31 22:32:35 Malay Peninsula Standard Time,2021-05-31,22:32:35,+0800,1003330333029236736,fadhlishaari,Ahmad Fadhli Shaari,,"Istimewa untuk adik kakok kita di Parlimen Pasir Mas, khususnya mereka yg 'agak bermasalah' dengan MySejahtera, kita bantu dari A - Z. Royat belaka lah tu, Insya Allah doktor cucuk vaksin ke tempat berhampiran anda. Terima kasih atas kerjasama Pejabat Kesihatan Daerah Pasir Mas  https://t.co/j7Fc0xwJvT",in,[],[],['https://pbs.twimg.com/media/E2uSi82VUAE2T62.jpg'],0,0,0,[],[],https://twitter.com/FadhliShaari/status/1399373243929137158,False,,1,https://pbs.twimg.com/media/E2uSi82VUAE2T62.jpg,,,,,,,[],,,,
1399373235909763077,1399373235909763077,2021-05-31 22:32:33 Malay Peninsula Standard Time,2021-05-31,22:32:33,+0800,2157396944,sempoi891,M.Nur89,,Pemberian Vaksin Secara Pandu Lalu Akan Ditawarkan Di Malaysia  https://t.co/TlqV48RoX3,in,[],[],['https://pbs.twimg.com/media/E2uSivmX0AU2EXd.jpg'],0,0,0,[],[],https://twitter.com/sempoi891/status/1399373235909763077,False,,1,https://pbs.twimg.com/media/E2uSivmX0AU2EXd.jpg,,,,,,,[],,,,
1399373211251314692,1399373211251314692,2021-05-31 22:32:27 Malay Peninsula Standard Time,2021-05-31,22:32:27,+0800,414930081,dausarshavin,(ノಠ益ಠ)ノ彡┻━┻,,So maksudnya gov jual lebihan vaksin dekat swasta?,in,[],[],[],0,0,0,[],[],https://twitter.com/DausArshavin/status/1399373211251314692,False,https://twitter.com/fahmi_fadzil/status/1399360635901661185,0,,,,,,,,[],,,,
1399373207950401537,1399236891732451330,2021-05-31 22:32:26 Malay Peninsula Standard Time,2021-05-31,22:32:26,+0800,36324155,billychin,Billy Chin,,"@JKJAVMY @Khairykj @my_sejahtera My parents’ vaccine appointments are on the same day, same time and same venue, they stay in Seri Kembangan and I stay in KL, I have to send them to PPV but the latest sop only allow 2 people in a car, what should I do?",en,[],[],[],0,0,0,[],[],https://twitter.com/billychin/status/1399373207950401537,False,,0,,,,,,,,"[{'screen_name': 'JKJAVMY', 'name': 'Vaksin COVID-19 🇲🇾', 'id': '1341580537509470209'}, {'screen_name': 'Khairykj', 'name': 'Khairy Jamaluddin 🇲🇾🌺', 'id': '18901882'}, {'screen_name': 'my_sejahtera', 'name': 'MySejahtera', 'id': '1243760061681303558'}]",,,,
1399373122512429056,1399324007107682304,2021-05-31 22:32:06 Malay Peninsula Standard Time,2021-05-31,22:32:06,+0800,735650616010104832,dhalieyla,Adelia,,"@ShikinSalleh Kmk mana2 yg dlok jak kin. Tp cm bnyk jak astra k srwk cpt2 sbb bg jo mok srwk cpt abis sblm tarikh election august kelak. Tp sik kesah sbb apa, asal smua dh vaccine sng ati. Org marah2 jak mok smua cpt veksin sbb plihan rya, tp more important is smua dh vaksin abis",in,[],[],[],0,0,0,[],[],https://twitter.com/dhalieyla/status/1399373122512429056,False,,0,,,,,,,,"[{'screen_name': 'ShikinSalleh', 'name': 'Keen🐝', 'id': '483859431'}]",,,,
1399373084168114181,1399373084168114181,2021-05-31 22:31:57 Malay Peninsula Standard Time,2021-05-31,22:31:57,+0800,1073620315249336321,hjrzzmr,🧜🏻‍♀️,,Makcik makcik bawang ni vaksin takpercaya taknak ambik duit bantuan kerajaan kalut nak haisshhhh,in,[],[],[],0,0,0,[],[],https://twitter.com/hjrzzmr/status/1399373084168114181,False,,0,,,,,,,,[],,,,
1399373070666670085,1399333726564220935,2021-05-31 22:31:53 Malay Peninsula Standard Time,2021-05-31,22:31:53,+0800,63628227,sawcboon,Boon 🇲🇾,,@TanggaPMO @LagaCawan @Khairykj @JKJAVMY Sekarang vaccine lebih berharga dari emas,in,[],[],[],0,0,0,[],[],https://twitter.com/sawcboon/status/1399373070666670085,False,,0,,,,,,,,"[{'screen_name': 'TanggaPMO', 'name': 'Tangga Putra Perdana', 'id': '1233793090831306752'}, {'screen_name': 'LagaCawan', 'name': 'Laga Cawan 🤚🏻', 'id': '1235408621757816832'}, {'screen_name': 'Khairykj', 'name': 'Khairy Jamaluddin 🇲🇾🌺', 'id': '18901882'}, {'screen_name': 'JKJAVMY', 'name': 'Vaksin COVID-19 🇲🇾', 'id': '1341580537509470209'}]",,,,
1399373052773732353,1398996078733578245,2021-05-31 22:31:49 Malay Peninsula Standard Time,2021-05-31,22:31:49,+0800,1033652060,mat_erk,Mat_jEk 🇵🇸,,@ashrafzailani_ Yg dah ambik 2 cycle pun boleh positif balik dan boleh jadi juga pembawa dlm senyap..kesian pada yg betol2 jaga SOP dan x ambik vaksin..hurmmm   https://t.co/AIbTEVSFWB,in,[],['https://www.sinarharian.com.my/article/139833/LAPORAN-KHAS/6725-frontliners-KKM-dijangkiti-Covid-19'],[],0,0,0,[],[],https://twitter.com/Mat_Erk/status/1399373052773732353,False,,0,,,,,,,,"[{'screen_name': 'ashrafzailani_', 'name': 'Dagu Telur', 'id': '929557398'}]",,,,
1399373030099324932,1399373030099324932,2021-05-31 22:31:44 Malay Peninsula Standard Time,2021-05-31,22:31:44,+0800,546956094,hrmnt80,Hermant,,Menteri BUMN @erickthohir memantau langsung kedatangan vaksin Covid 19 tahap 14 di bandara Soekarno-Hatta.  Tetap patuhi protokol kesehatan.  https://t.co/BjYHnKRGP6,in,"[{'screen_name': 'erickthohir', 'name': 'erick thohir', 'id': '43088704'}]",[],['https://pbs.twimg.com/media/E2uSWr_VUAUy8Rv.jpg'],0,0,0,[],[],https://twitter.com/hrmnt80/status/1399373030099324932,False,,1,https://pbs.twimg.com/media/E2uSWr_VUAUy8Rv.jpg,,,,,,,[],,,,
1399373023359107073,1399373021257736192,2021-05-31 22:31:42 Malay Peninsula Standard Time,2021-05-31,22:31:42,+0800,486440812,jayirra,ling,,I don’t even try to search “video covid”. It just appeared on my TL obviously because of many people are affected! Nak kena tunggu mak ayah korang yang kena dulu ke?! Dah lah vaksin pun takut! You should worried about the covid more before the vaccine’s aftermath!,en,[],[],[],0,0,0,[],[],https://twitter.com/JayIrra/status/1399373023359107073,False,,0,,,,,,,,[],,,,
1399373016396484619,1399301857604898820,2021-05-31 22:31:40 Malay Peninsula Standard Time,2021-05-31,22:31:40,+0800,717224244,saujana5025,Duan Maestro,,@cawan_panas @ZZulfikli Itulah pun klau dia hidup lagi. Dah dia tak ambik vaksin..kut dia mati dulu sebab covid dari hang,in,[],[],[],0,0,0,[],[],https://twitter.com/saujana5025/status/1399373016396484619,False,,0,,,,,,,,"[{'screen_name': 'cawan_panas', 'name': 'Cawan Panas', 'id': '3301174021'}, {'screen_name': 'ZZulfikli', 'name': 'ZaYeD ZulFikLi', 'id': '157595197'}]",,,,
1399372979385954309,1399372979385954309,2021-05-31 22:31:32 Malay Peninsula Standard Time,2021-05-31,22:31:32,+0800,3011529654,mdzulhisyam9,سم🇲🇾,,Ndamau vaksin ndapayah kasitau satu dunia. Geram pula aku dengan kawan ni.,in,[],[],[],0,0,0,[],[],https://twitter.com/MDzulhisyam9/status/1399372979385954309,False,,0,,,,,,,,[],,,,
1399372932225245185,1399222014284423170,2021-05-31 22:31:20 Malay Peninsula Standard Time,2021-05-31,22:31:20,+0800,17566387,einztrigger,einztrigger™,,"@thekyla8 Bukan suruh tolak sunnah, tapi penyakit bru akan sentiasa muncul dan sbb tu kena ada ilmu perubatan untuk atasi  Fikir logik; timur tengah tu makanan sunnah kita (kurma, madu, zaitun, habbatus sauda etc) tu makanan hari2 diorang  Pun still kena covid dan mmg kna cucuk vaksin juga",in,[],[],[],0,0,0,[],[],https://twitter.com/einztrigger/status/1399372932225245185,False,,0,,,,,,,,"[{'screen_name': 'thekyla8', 'name': 'قيلا', 'id': '764813493614673921'}]",,,,
1399372926864945157,1399290846814433289,2021-05-31 22:31:19 Malay Peninsula Standard Time,2021-05-31,22:31:19,+0800,924513050,rainmustafa94,PaktehBoy,,"@yatttt__ vaksin tu ok, konek tu kena lockdown 14hari ... gunakan jari jemari anda within 14hari nieyh ... 😈",in,[],[],[],0,0,0,[],[],https://twitter.com/RainMustafa94/status/1399372926864945157,False,,0,,,,,,,,"[{'screen_name': 'yatttt__', 'name': 'Kemboja Merah', 'id': '1025810876'}]",,,,
1399372883625795585,1399320985086484484,2021-05-31 22:31:09 Malay Peninsula Standard Time,2021-05-31,22:31:09,+0800,574638851,farmirazakaria,Farmira Zakaria,,@noormaizan @dhilazul @nblhnblh @ain_amuni Harap dia kena penjara sbb sebar bnda xbetul psl vaksin hahahaha,in,[],[],[],0,0,0,[],[],https://twitter.com/farmirazakaria/status/1399372883625795585,False,,0,,,,,,,,"[{'screen_name': 'noormaizan', 'name': 'memey 💕', 'id': '290509818'}, {'screen_name': 'dhilazul', 'name': 'نور فضيلة', 'id': '743215860'}, {'screen_name': 'nblhnblh', 'name': '.', 'id': '238570412'}, {'screen_name': 'ain_amuni', 'name': 'Ain 🇵🇸🇲🇾', 'id': '4077362532'}]",,,,
1399372834560905222,1399372834560905222,2021-05-31 22:30:57 Malay Peninsula Standard Time,2021-05-31,22:30:57,+0800,2237369665,sautharitonang,saut h aritonang,,"Besok hari lahir Pancasila, mari kita lihat  jadi apa, masalah : Bansos, KPK, KKN, Oligarki, Pembangunan infrastruktur yang salah bestek, ekonomi  tergantung hutang, vaksin tidak jelas, hukum amburadul..... apakah ada #pertobatan atau tambah sontoloyo... Siap 🇮🇩",in,[],[],[],0,0,1,['pertobatan'],[],https://twitter.com/sautharitonang/status/1399372834560905222,False,,0,,,,,,,,[],,,,
1399372816865103881,1399372816865103881,2021-05-31 22:30:53 Malay Peninsula Standard Time,2021-05-31,22:30:53,+0800,3189699397,nurinzatyy,نُورِين عِزَّتِي,,Aku ni demam sebab vaksin ke memang nak demam ni. Aish la lembik betul rasanya,in,[],[],[],0,0,0,[],[],https://twitter.com/nurinzatyy/status/1399372816865103881,False,,0,,,,,,,,[],,,,
1399372803497893891,1399372803497893891,2021-05-31 22:30:50 Malay Peninsula Standard Time,2021-05-31,22:30:50,+0800,1265002946636333056,_blvcks,epAm,,Selain daei vaksin yang boleh buat kita mati dalam masa dua tahun. Apa lagi yang boleh buat kita mata dengan cepat selain bunuh diri?,in,[],[],[],0,0,0,[],[],https://twitter.com/_blVcks/status/1399372803497893891,False,,0,,,,,,,,[],,,,
1399372784711602177,1399363795303108608,2021-05-31 22:30:45 Malay Peninsula Standard Time,2021-05-31,22:30:45,+0800,1295124865154871297,bunda_afy,pickaw ikhaa💗💕,,@Jacklynchoppers @penguasahati @safira_floran @Nirmala2205 Mantappp ayo kita vaksin ✊✊✊,in,[],[],[],0,0,0,[],[],https://twitter.com/Bunda_Afy/status/1399372784711602177,False,,0,,,,,,,,"[{'screen_name': 'Jacklynchoppers', 'name': 'Jacklyn Choppers', 'id': '1315747896877215745'}, {'screen_name': 'penguasahati', 'name': 'Judith', 'id': '58800783'}, {'screen_name': 'safira_floran', 'name': '♡࿐ཽ༵Šαƒɪʀâ _Ŧℓօʀɑñ࿐ཽ༵♡', 'id': '1186531317539717120'}, {'screen_name': 'Nirmala2205', 'name': 'Nirmala', 'id': '1187539880055717888'}]",,,,
1399372704843587590,1399372704843587590,2021-05-31 22:30:26 Malay Peninsula Standard Time,2021-05-31,22:30:26,+0800,987388070696636416,hziqazmi,ハゼィック🌙,,"Tulah korang sape amik vaksin tu, sape suruh percaya vaksin. Tu semua agenda yahudi  -🤡",in,[],[],[],0,0,0,[],[],https://twitter.com/hziqazmi/status/1399372704843587590,False,https://twitter.com/zzulfikli/status/1399301857604898820,0,,,,,,,,[],,,,
1399372612103405568,1399372612103405568,2021-05-31 22:30:04 Malay Peninsula Standard Time,2021-05-31,22:30:04,+0800,202559038,gatra_com,GATRAcom,,"Menteri BUMN: Kini, Indonesia Sudah Punya 75,9 Juta Vaksin   https://t.co/ykiTXiu0lx",in,[],['https://www.gatra.com/detail/news/513271/kesehatan/menteri-bumn-kini-indonesia-sudah-punya-759-juta-vaksin-'],[],0,0,0,[],[],https://twitter.com/GATRA_com/status/1399372612103405568,False,,0,,,,,,,,[],,,,
1399372604163575809,1399372604163575809,2021-05-31 22:30:02 Malay Peninsula Standard Time,2021-05-31,22:30:02,+0800,128052131,syamimichewan,meeemeee 💞,,mati p lah bila pun.. mmg dah tetap dah.. bukan boleh tangguh sesaat pun.. kalau mati sbb vaksin pun asbab ja.. kalau dah takdir nak mati lagi dua taun nak buat mcm mana.. smua benda nak boh atas vaksin.. serupa tak cucuk vaksin confirm boleh hidup lama..,in,[],[],[],0,0,0,[],[],https://twitter.com/syamimichewan/status/1399372604163575809,False,https://twitter.com/zzulfikli/status/1399301857604898820,0,,,,,,,,[],,,,
1399372588007133185,1399372588007133185,2021-05-31 22:29:58 Malay Peninsula Standard Time,2021-05-31,22:29:58,+0800,1173582772880867329,iztkhrul,Khairul,,"yay dapat pujuk opah ambik vaksin esok, what a win! 🎉",in,[],[],[],0,0,0,[],[],https://twitter.com/iztkhrul/status/1399372588007133185,False,,0,,,,,,,,[],,,,
1399372584412614662,1399372584412614662,2021-05-31 22:29:57 Malay Peninsula Standard Time,2021-05-31,22:29:57,+0800,470949025,aimankumis,aimankumis,,"Pemerintah terus berupaya untuk meminimalisir dampak pandemi Covid-19 di bidang kesehatan, salah satunya dengan penyediaan stok vaksin bagi seluruh masyarakat Indonesia. Pemerintah berupaya memastikan bahwa masyarakat Indonesia bisa mendapatkan akses pada vaksin tersebut.  https://t.co/FK06gzk9HB",in,[],[],['https://pbs.twimg.com/media/E2uR8dfUcAUb3fv.jpg'],0,0,0,[],[],https://twitter.com/aimankumis/status/1399372584412614662,False,,1,https://pbs.twimg.com/media/E2uR8dfUcAUb3fv.jpg,,,,,,,[],,,,
1399372575260643331,1399372575260643331,2021-05-31 22:29:55 Malay Peninsula Standard Time,2021-05-31,22:29:55,+0800,314577095,danialddd,🇵🇸,,"Beli vaksin hujung june, 2nd dose lepas 3 minggu bila aku nak naik kapalnya ntat. Aku dah koyak dah dgn lockdown ni",in,[],[],[],0,0,0,[],[],https://twitter.com/DanialDDD/status/1399372575260643331,False,,0,,,,,,,,[],,,,
1399372569153708033,1399139708358127616,2021-05-31 22:29:54 Malay Peninsula Standard Time,2021-05-31,22:29:54,+0800,1337234118975737857,arisety43145488,Ari Setyowati.,,"@KompasTV Vaksin ajah ogah,sama badannya... Mungkin racun yg bisa diterima sama badannya... Mungkin loh yaa... Mungkin bisa di coba dulu kali...",in,[],[],[],0,0,0,[],[],https://twitter.com/AriSety43145488/status/1399372569153708033,False,,0,,,,,,,,"[{'screen_name': 'KompasTV', 'name': 'KOMPAS TV', 'id': '71436318'}]",,,,
1399372558995054594,1399372558995054594,2021-05-31 22:29:51 Malay Peninsula Standard Time,2021-05-31,22:29:51,+0800,470949025,aimankumis,aimankumis,,"Pemerintah terus berupaya untuk meminimalisir dampak pandemi Covid-19 di bidang kesehatan, salah satunya dengan penyediaan stok vaksin bagi seluruh masyarakat Indonesia. Pemerintah berupaya memastikan bahwa masyarakat Indonesia bisa mendapatkan akses pada vaksin tersebut.  https://t.co/csO5nu8srM",in,[],[],['https://pbs.twimg.com/media/E2uR63CVEAUclup.jpg'],0,0,0,[],[],https://twitter.com/aimankumis/status/1399372558995054594,False,,1,https://pbs.twimg.com/media/E2uR63CVEAUclup.jpg,,,,,,,[],,,,
1399372538170413056,1399372538170413056,2021-05-31 22:29:46 Malay Peninsula Standard Time,2021-05-31,22:29:46,+0800,470949025,aimankumis,aimankumis,,"Pemerintah terus berupaya untuk meminimalisir dampak pandemi Covid-19 di bidang kesehatan, salah satunya dengan penyediaan stok vaksin bagi seluruh masyarakat Indonesia. Pemerintah berupaya memastikan bahwa masyarakat Indonesia bisa mendapatkan akses pada vaksin tersebut.  https://t.co/BnBUvMC2Vu",in,[],[],['https://pbs.twimg.com/media/E2uR5v_VEAMIZqe.jpg'],0,0,0,[],[],https://twitter.com/aimankumis/status/1399372538170413056,False,,1,https://pbs.twimg.com/media/E2uR5v_VEAMIZqe.jpg,,,,,,,[],,,,
